model,Gsolv,timing
871,-31.7764265,0.17
872,-31.884072,0.18
873,-31.563761,0.07
874,-31.099047499999998,0.19
875,-33.223077,0.08
876,-31.8971995,0.16
877,-32.130869000000004,0.06
878,-33.251957499999996,0.08
879,-31.185689,0.07
880,-31.353721,0.09
881,-32.377666,0.06
882,-32.824000999999996,0.07
883,-29.886066500000002,0.06
884,-31.6504025,0.07
885,-32.939523,0.08
886,-31.374725,0.06
887,-31.2145695,0.09
888,-31.225071500000002,0.08
889,-33.091802,0.15
890,-31.8709445,0.16
891,-33.013037,0.15
892,-31.343219,0.18
893,-32.214885,0.15
894,-30.938892,0.16
895,-31.721291,0.08
896,-31.3143385,0.06
897,-32.645467000000004,0.07
898,-29.531623999999997,0.07
899,-31.994343,0.08
900,-34.483317,0.07
901,-32.361913,0.07
902,-31.2040675,0.07
903,-31.6819085,0.06
904,-32.824000999999996,0.09
905,-32.0494785,0.07
906,-31.805307,0.07
907,-32.046853,0.06
908,-30.952019500000002,0.07
909,-32.0311,0.06
910,-31.532255,0.09
911,-31.03341,0.07
912,-33.5617665,0.09
913,-31.2408245,0.06
914,-31.4298605,0.06
915,-31.3826015,0.07
916,-30.9257645,0.06
917,-30.592325999999996,0.06
918,-31.506,0.07
919,-31.424609500000003,0.08
920,-30.256262,0.06
921,-31.3248405,0.08
922,-31.821060000000003,0.07
923,-32.1334945,0.07
924,-34.110496,0.08
925,-31.3090875,0.06
926,-32.6795985,0.08
927,-32.5483235,0.06
928,-30.9310155,0.08
929,-32.157124,0.08
930,-31.579514,0.07
931,-29.8020505,0.07
932,-31.403605499999998,0.06
933,-30.4374215,0.06
934,-30.912637,0.07
935,-31.563761,0.06
936,-32.3277815,0.07
937,-30.923139,0.08
938,-30.768234500000002,0.06
939,-31.8184345,0.15
940,-31.842064,0.12
941,-30.492556999999998,0.08
942,-31.490247,0.07
943,-31.398354499999996,0.07
944,-32.154498499999995,0.06
945,-31.658278999999997,0.08
946,-32.13612,0.07
947,-31.0832945,0.14
948,-31.0517885,0.15
949,-29.9963375,0.13
950,-30.492556999999998,0.08
951,-31.752797,0.07
952,-32.845005,0.17
953,-31.248700999999997,0.15
954,-31.154183,0.15
955,-30.650087,0.16
956,-31.2460755,0.16
957,-30.944143,0.16
958,-31.1148005,0.14
959,-32.167626,0.15
960,-31.269705000000002,0.17
961,-31.2145695,0.14
962,-31.9602115,0.18
963,-29.4056,0.12
964,-30.434796,0.19
965,-31.947084,0.17
966,-30.8732545,0.22
967,-32.0862355,0.22
968,-30.765608999999998,0.2
969,-31.6924105,0.17
970,-31.695035999999998,0.17
971,-30.3218995,0.2
972,-30.938892,0.14
973,-32.566702,0.19
974,-31.4298605,0.14
975,-33.144312,0.24
976,-30.3901625,0.16
977,-31.4193585,0.15
978,-30.8942585,0.17
979,-34.173508,0.19
980,-33.073423500000004,0.17
981,-31.5873905,0.18
982,-32.587706,0.16
983,-31.0465375,0.17
984,-32.8056225,0.16
985,-31.511251,0.15
986,-30.303521,0.15
987,-31.274956000000003,0.15
988,-30.1801225,0.14
989,-32.1702515,0.15
990,-32.1755025,0.13
991,-30.2431345,0.17
992,-33.459372,0.15
993,-31.8551915,0.15
994,-33.3359735,0.15
995,-34.1131215,0.14
996,-30.4059155,0.14
997,-34.7484925,0.14
998,-34.1813845,0.15
999,-33.154814,0.16
1000,-34.4649385,0.13
